"SSN","Country","Site","Region","Cluster","Plot","SiteID","Depth","Longitude","Latitude","Altitude","Date","Total_C","CORG","CINORG","pH","Clay_8um","Alox","Feox","LandCover","PlotCultMgd","GPP","KG_p_name","KG_p_code","KG_f_name","KG_f_code","KG_p_group","KG_f_group","MAT","MAP","PET","Delta14C","TurnoverTime","Zones","F14C","F14C_err","Delta14C_err","Delta13C","SSN.XRPD","Quartz","Erosion","Clay_1_1","Clay_2_1","Amorphous","Pedogenic_Oxides","Feldspars","Mox"
"icr054256","Uganda","Namasuba","East Africa",5,10,"Namasuba_5_10","Topsoil",32.28332138,0.49879301,1124,"30-01-12",3.917,3.917,0,4.31,59.886,0.1412354,0.6818665,"Grassland","no",5.398255347,"Tropical, rainforest","Af","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.008333325386,1183,1560,63.7,99,"NHZone3",1.0728,0.0021,2.1,-21.43,"icr054238",60.2335,"no",7.2428,5.6105,0,9.1934,1.7463,0.48216865
"icr054257","Uganda","Namasuba","East Africa",5,10,"Namasuba_5_10","Subsoil",32.28332138,0.49879301,1124,"30-01-12",0.969,0.9688,0,4.67,31.017,0.0900645,0.212749,"Grassland","no",5.398255347,"Tropical, rainforest","Af","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.008333325386,1183,1560,-41.5,529,"NHZone3",0.9667,0.0018,1.8,-20.17,"icr054239",46.8577,"no",12.9296,4.1713,0,9.9449,2.253,0.196439
"icr054269","Uganda","Namasuba","East Africa",6,7,"Namasuba_6_7","Topsoil",32.28722,0.50801003,1140,"31-01-12",1.729,1.729,0,6.05,55.621,0.1051773,0.1988226,"Cropland","yes",5.393121181,"Tropical, rainforest","Af","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.0291666587194,1197,1557,-4.9,309,"NHZone3",1.0036,0.0018,1.8,-20.73,"icr054258",64.9187,"no",6.2621,2.5025,0,6.6339,2.4055,0.2045886
"icr054270","Uganda","Namasuba","East Africa",6,7,"Namasuba_6_7","Subsoil",32.28722,0.50801003,1140,"31-01-12",1.119,1.119,0,5.61,67.151,0.1158042,0.2311698,"Cropland","yes",5.393121181,"Tropical, rainforest","Af","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.0291666587194,1197,1557,-74.4,784,"NHZone3",0.9334,0.0019,1.9,-19.76,"icr054259",49.7407,"no",11.1066,7.5846,1.2768,8.917,1.9598,0.2313891
"icr054285","Uganda","Namasuba","East Africa",7,8,"Namasuba_7_8","Topsoil",32.28696823,0.54031301,1110,"03-02-12",2.088,2.088,0,4.9,42.527,0.0875718,0.3813941,"Grassland","no",5.393121181,"Tropical, monsoon","Am","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.2333333094915,1183,1584,45.7,134,"NHZone3",1.0546,0.002,2,-22.79,"icr054277",74.4009,"no",4.165,3.1089,6.3292,4.2479,1.7151,0.27826885
"icr054286","Uganda","Namasuba","East Africa",7,8,"Namasuba_7_8","Subsoil",32.28696823,0.54031301,1110,"03-02-12",0.852,0.8518,0,5.45,34.174,0.0714044,0.2461736,"Grassland","no",5.393121181,"Tropical, monsoon","Am","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.2333333094915,1183,1584,-33.2,472,"NHZone3",0.975,0.0019,1.9,-20.66,"icr054278",77.2143,"no",3.7905,1.9979,3.884,4.8877,1.8232,0.1944912
"icr054287","Uganda","Namasuba","East Africa",7,9,"Namasuba_7_9","Topsoil",32.29005432,0.53937298,1104,"03-02-12",5.556,5.556,0,4.73,29.604,0.2373235,0.3352853,"Cropland","yes",5.393121181,"Tropical, monsoon","Am","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.2333333094915,1183,1584,71,87,"NHZone3",1.0801,0.002,2,-17.58,"icr054277",74.4009,"no",4.165,3.1089,6.3292,4.2479,1.7151,0.40496615
"icr054288","Uganda","Namasuba","East Africa",7,9,"Namasuba_7_9","Subsoil",32.29005432,0.53937298,1104,"03-02-12",0.821,0.8205,0,5.01,23.468,0.0931863,0.0789374,"Cropland","yes",5.393121181,"Tropical, monsoon","Am","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.2333333094915,1183,1584,-18.9,384,"NHZone3",0.9894,0.002,2,-17.65,"icr054278",77.2143,"no",3.7905,1.9979,3.884,4.8877,1.8232,0.132655
"icr054301","Uganda","Namasuba","East Africa",8,5,"Namasuba_8_5","Topsoil",32.29267502,0.565265,1110,"04-02-12",2.832,2.832,0,6.23,50.274,0.0763107,0.3302102,"Grassland","no",5.393121181,"Tropical, monsoon","Am","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.1999999284744,1185,1584,42.2,142,"NHZone3",1.0511,0.0022,2.2,-24.39,"icr054293",24.1241,"no",18.927,5.0076,28.2756,0,2.8169,0.2414158
"icr054302","Uganda","Namasuba","East Africa",8,5,"Namasuba_8_5","Subsoil",32.29267502,0.565265,1110,"04-02-12",0.586,0.5862,0,5.69,34.694,0.0408615,0.0540959,"Grassland","no",5.393121181,"Tropical, monsoon","Am","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.1999999284744,1185,1584,-133.2,1344,"NHZone3",0.8742,0.0023,2.3,-23.18,"icr054294",46.4945,"no",14.8256,1.9011,18.3239,0,3.9179,0.06790945
"icr054307","Uganda","Namasuba","East Africa",8,8,"Namasuba_8_8","Topsoil",32.28472519,0.56025702,1117,"04-02-12",3.042,3.042,0,6.58,53.83,0.14148,0.1747565,"Cropland","no",5.393121181,"Tropical, monsoon","Am","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.212500055631,1189,1584,23.9,193,"NHZone3",1.0326,0.0018,1.8,-19.97,"icr054293",24.1241,"no",18.927,5.0076,28.2756,0,2.8169,0.22885825
"icr054308","Uganda","Namasuba","East Africa",8,8,"Namasuba_8_8","Subsoil",32.28472519,0.56025702,1117,"04-02-12",2.086,2.086,0,6.19,58.526,0.1447557,0.2075859,"Cropland","no",5.393121181,"Tropical, monsoon","Am","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.212500055631,1189,1584,3,273,"NHZone3",1.0115,0.0019,1.9,-19.2,"icr054294",46.4945,"no",14.8256,1.9011,18.3239,0,3.9179,0.24854865
"icr054309","Uganda","Namasuba","East Africa",8,9,"Namasuba_8_9","Topsoil",32.28888702,0.55812198,1113,"04-02-12",2.179,2.179,0,5.18,30.572,0.0873636,0.2553835,"Cropland","yes",5.393121181,"Tropical, monsoon","Am","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.1833332777023,1188,1580,71,87,"NHZone3",1.0801,0.002,2,-22.75,"icr054293",24.1241,"yes",18.927,5.0076,28.2756,0,2.8169,0.21505535
"icr054310","Uganda","Namasuba","East Africa",8,9,"Namasuba_8_9","Subsoil",32.28888702,0.55812198,1113,"04-02-12",0.513,0.5127,0,4.6,23.871,0.0455169,0.1376384,"Cropland","yes",5.393121181,"Tropical, monsoon","Am","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.1833332777023,1188,1580,-46.3,563,"NHZone3",0.9618,0.0023,2.3,-19.83,"icr054294",46.4945,"yes",14.8256,1.9011,18.3239,0,3.9179,0.1143361
"icr054315","Uganda","Namasuba","East Africa",9,2,"Namasuba_9_2","Topsoil",32.30392838,0.49693999,1111,"05-02-12",1.385,1.385,0,5.45,30.556,0.0604454,0.1041115,"Cropland","yes",5.398255347,"Tropical, rainforest","Af","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.1041667461395,1191,1565,84.1,69,"NHZone3",1.0933,0.0024,2.4,-20.3,"icr054313",46.9198,"no",14.1174,2.1976,19.1038,0,3.6576,0.11250115
"icr054316","Uganda","Namasuba","East Africa",9,2,"Namasuba_9_2","Subsoil",32.30392838,0.49693999,1111,"05-02-12",1.002,1.002,0,4.86,38.6,0.0805849,0.1680509,"Cropland","yes",5.398255347,"Tropical, rainforest","Af","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.1041667461395,1191,1565,41.3,144,"NHZone3",1.0502,0.0021,2.1,-19.74,"icr054314",59.2673,"no",8.3513,6.2092,0,7.5058,2.582,0.16461035
"icr054322","Uganda","Namasuba","East Africa",9,7,"Namasuba_9_7","Topsoil",32.3050766,0.49724999,1110,"05-02-12",3.54,3.54,0,4.38,61.02,0.1404233,0.4356872,"Other","no",5.398255347,"Tropical, rainforest","Af","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.1041667461395,1191,1565,23,196,"NHZone3",1.0317,0.0033,3.3,-22.31,"icr054313",46.9198,"no",14.1174,2.1976,19.1038,0,3.6576,0.3582669
"icr054323","Uganda","Namasuba","East Africa",9,7,"Namasuba_9_7","Subsoil",32.3050766,0.49724999,1110,"05-02-12",1.717,1.717,0,4.33,42.844,0.0860581,0.2696951,"Other","no",5.398255347,"Tropical, rainforest","Af","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.1041667461395,1191,1565,16.3,219,"NHZone3",1.0249,0.002,2,-21.2,"icr054314",59.2673,"no",8.3513,6.2092,0,7.5058,2.582,0.22090565
"icr054363","Uganda","Namasuba","East Africa",12,3,"Namasuba_12_3","Topsoil",32.30693817,0.55994499,1146,"08-02-12",2.571,2.571,0,6.43,58.562,0.1210424,0.5001847,"Cropland","yes",5.393121181,"Tropical, monsoon","Am","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.1291668017705,1173,1583,-6.9,319,"NHZone3",1.0015,0.002,2,-15.84,"icr054360",59.927,"no",13.5713,2.0182,9.2731,3.7919,2.0719,0.37113475
"icr054364","Uganda","Namasuba","East Africa",12,3,"Namasuba_12_3","Subsoil",32.30693817,0.55994499,1146,"08-02-12",0.876,0.8757,0,6,71.478,0.0931099,0.5144107,"Cropland","yes",5.393121181,"Tropical, monsoon","Am","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.1291668017705,1173,1583,-153.1,1559,"NHZone3",0.8541,0.0017,1.7,-17.5,"icr054361",73.581,"no",9.0044,1.438,5.4571,2.4169,2.0197,0.35031525
"icr054372","Uganda","Namasuba","East Africa",12,10,"Namasuba_12_10","Topsoil",32.30748367,0.55493498,1198,"08-02-12",4.125,4.125,0,6.47,73.014,0.2467972,0.2835269,"Other","no",5.393121181,"Tropical, monsoon","Am","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",21.8958333333333,1168,1571,32.7,167,"NHZone3",1.0415,0.0034,3.4,-19.54,"icr054360",59.927,"yes",13.5713,2.0182,9.2731,3.7919,2.0719,0.38856065
"icr054373","Uganda","Namasuba","East Africa",12,10,"Namasuba_12_10","Subsoil",32.30748367,0.55493498,1198,"08-02-12",2.504,2.504,0,6.05,85.212,0.2515238,0.3115696,"Other","no",5.393121181,"Tropical, monsoon","Am","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",21.8958333333333,1168,1571,-35.9,490,"NHZone3",0.9723,0.0019,1.9,-15.27,"icr054361",73.581,"yes",9.0044,1.438,5.4571,2.4169,2.0197,0.4073086
"icr054387","Uganda","Namasuba","East Africa",14,1,"Namasuba_14_1","Topsoil",32.33942032,0.51074201,1155,"10-02-12",1.687,1.687,0,5.97,63.4045,0.1646454,0.2226893,"Cropland","yes",5.194240069,"Tropical, rainforest","Af","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.0166665315628,1176,1568,3.4,271,"NHZone3",1.0119,0.0022,2.2,-17.05,"icr054387",60.6853,"yes",19.6312,0,3.2946,5.0455,1.6504,0.27599005
"icr054388","Uganda","Namasuba","East Africa",14,1,"Namasuba_14_1","Subsoil",32.33942032,0.51074201,1155,"10-02-12",1.046,1.046,0,5.8,79.641,0.1332492,0.2158531,"Cropland","yes",5.194240069,"Tropical, rainforest","Af","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.0166665315628,1176,1568,-75.7,795,"NHZone3",0.9321,0.0018,1.8,-16.46,"icr054388",36.5899,"yes",37.5877,0,4.0291,9.0711,1.3445,0.24117575
"icr054395","Uganda","Namasuba","East Africa",14,5,"Namasuba_14_5","Topsoil",32.33616638,0.50930202,1117,"10-02-12",4.043,4.043,0,4.87,39.906,0.0961229,0.393112,"Cropland","no",5.194240069,"Tropical, rainforest","Af","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.0166665315628,1176,1568,50.1,124,"NHZone3",1.059,0.0017,1.7,-22.66,"icr054387",60.6853,"no",19.6312,0,3.2946,5.0455,1.6504,0.2926789
"icr054396","Uganda","Namasuba","East Africa",14,5,"Namasuba_14_5","Subsoil",32.33616638,0.50930202,1117,"10-02-12",1.127,1.127,0,4.76,36.499,0.054539,0.1358753,"Cropland","no",5.194240069,"Tropical, rainforest","Af","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.0166665315628,1176,1568,-26.6,430,"NHZone3",0.9816,0.0018,1.8,-21.93,"icr054388",36.5899,"no",37.5877,0,4.0291,9.0711,1.3445,0.12247665
"icr054402","Uganda","Namasuba","East Africa",14,9,"Namasuba_14_9","Topsoil",32.33401489,0.51394999,1132,"10-02-12",1.51,1.51,0,5.39,25.902,0.0957044,0.199971,"Cropland","no",5.194240069,"Tropical, rainforest","Af","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.0166665315628,1176,1568,46.8,131,"NHZone3",1.0558,0.0022,2.2,-20.47,"icr054387",60.6853,"yes",19.6312,0,3.2946,5.0455,1.6504,0.1956899
"icr054403","Uganda","Namasuba","East Africa",14,9,"Namasuba_14_9","Subsoil",32.33401489,0.51394999,1132,"10-02-12",0.525,0.5251,0,5.34,24.444,0.051984,0.1489164,"Cropland","no",5.194240069,"Tropical, rainforest","Af","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.0166665315628,1176,1568,-58.1,652,"NHZone3",0.9499,0.003,3,-19.25,"icr054388",36.5899,"yes",37.5877,0,4.0291,9.0711,1.3445,0.1264422
"icr054410","Uganda","Namasuba","East Africa",15,5,"Namasuba_15_5","Topsoil",32.33211136,0.52495998,1181,"11-02-12",3.248,3.248,0,6.62,58.733,0.1549018,0.1525134,"Other","yes",5.393121181,"Tropical, rainforest","Af","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",21.9208334287008,1156,1567,35,160,"NHZone3",1.0438,0.0018,1.8,-20.57,"icr054410",57.1178,"no",17.3971,0,2.9497,4.6021,4.337,0.2311585
"icr054411","Uganda","Namasuba","East Africa",15,5,"Namasuba_15_5","Subsoil",32.33211136,0.52495998,1181,"11-02-12",2.209,2.209,0,6.4,68.937,0.1594754,0.1699462,"Other","yes",5.393121181,"Tropical, rainforest","Af","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",21.9208334287008,1156,1567,7,255,"NHZone3",1.0156,0.0017,1.7,-19.22,"icr054411",52.1549,"no",20.7519,0,2.7145,6.4227,4.9674,0.2444485
"icr054415","Uganda","Namasuba","East Africa",15,9,"Namasuba_15_9","Topsoil",32.33204269,0.52944702,1204,"11-02-12",2.862,2.862,0,5.87,71.385,0.1719376,0.2536838,"Other","no",5.393121181,"Tropical, monsoon","Am","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",21.8666666348775,1162,1568,18,213,"NHZone3",1.0266,0.0017,1.7,-19.05,"icr054410",57.1178,"no",17.3971,0,2.9497,4.6021,4.337,0.2987795
"icr054416","Uganda","Namasuba","East Africa",15,9,"Namasuba_15_9","Subsoil",32.33204269,0.52944702,1204,"11-02-12",1.508,1.508,0,5.85,85.233,0.1660599,0.28138,"Other","no",5.393121181,"Tropical, monsoon","Am","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",21.8666666348775,1162,1568,-30.3,453,"NHZone3",0.978,0.0017,1.7,-20.02,"icr054411",52.1549,"no",20.7519,0,2.7145,6.4227,4.9674,0.3067499
"icr054426","Uganda","Namasuba","East Africa",16,5,"Namasuba_16_5","Topsoil",32.33074188,0.56059003,1147,"12-02-12",1.882,1.882,0,6.65,52.854,0.132958192,0.201273269,"Cropland","yes",5.393121181,"Tropical, rainforest","Af","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.0750000079473,1167,1583,19.5,208,"NHZone3",1.0281,0.0019,1.9,-17.22,"icr054418",55.6496,"no",18.5786,1.6714,3.3925,6.9358,3.2641,0.2335948265
"icr054427","Uganda","Namasuba","East Africa",16,5,"Namasuba_16_5","Subsoil",32.33074188,0.56059003,1147,"12-02-12",1.285,1.285,0,6.2,57.92,0.141727388,0.235019341,"Cropland","yes",5.393121181,"Tropical, rainforest","Af","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.0750000079473,1167,1583,-49.5,586,"NHZone3",0.9586,0.0018,1.8,-17.29,"icr054419",54.1817,"no",19.46,2.7719,3.4028,7.2977,3.105,0.2592370585
"icr054433","Uganda","Namasuba","East Africa",16,9,"Namasuba_16_9","Topsoil",32.32992935,0.56426501,1173,"12-02-12",2.476,2.476,0,6.73,38.091,0.128157281,0.14842239,"Cropland","yes",5.393121181,"Tropical, rainforest","Af","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.0750000079473,1167,1583,34.4,162,"NHZone3",1.0432,0.0019,1.9,-20.33,"icr054418",55.6496,"yes",18.5786,1.6714,3.3925,6.9358,3.2641,0.202368476
"icr054434","Uganda","Namasuba","East Africa",16,9,"Namasuba_16_9","Subsoil",32.32992935,0.56426501,1173,"12-02-12",1.696,1.696,0,6.2,51.408,0.154116249,0.167374282,"Cropland","yes",5.393121181,"Tropical, rainforest","Af","Tropical, rainforest","Af","Tropical (humid)","Tropical (humid)",22.0750000079473,1167,1583,-1.6,294,"NHZone3",1.0069,0.0019,1.9,-18.73,"icr054419",54.1817,"yes",19.46,2.7719,3.4028,7.2977,3.105,0.23780339
"icr054445","Uganda","Hoima","East Africa",1,6,"Hoima_1_6","Topsoil",31.46744833,1.452473333,1262,"26-02-12",2.593,2.593,0,5.84,75.241,0.372429717,0.472404575,"Grassland","no",5.54822875,"Tropical, monsoon","Am","Tropical, monsoon","Am","Tropical (humid)","Tropical (humid)",21.8541666666667,1285,1610,-11.5,343,"NHZone3",0.9969,0.0019,1.9,-15.93,"icr054437",10.564,"yes",19.9729,6.5353,0,43.8096,4.6395,0.6086320045
"icr054446","Uganda","Hoima","East Africa",1,6,"Hoima_1_6","Subsoil",31.46744833,1.452473333,1262,"26-02-12",2.123,2.123,0,5.62,84.455,0.377954483,0.539335343,"Grassland","no",5.54822875,"Tropical, monsoon","Am","Tropical, monsoon","Am","Tropical (humid)","Tropical (humid)",21.8541666666667,1285,1610,-48,575,"NHZone3",0.96,0.0018,1.8,-15.85,"icr054438",14.2619,"yes",22.7949,5.7877,0,42.3372,3.586,0.6476221545
"icr054449","Uganda","Hoima","East Africa",1,8,"Hoima_1_8","Topsoil",31.472245,1.457278333,1371,"26-02-12",4.118,4.118,0,5.73,79.501,0.585264704,0.494256045,"Other","no",5.54822875,"Tropical, monsoon","Am","Tropical, monsoon","Am","Tropical (humid)","Tropical (humid)",21.8541666666667,1285,1610,27.2,183,"NHZone3",1.036,0.0021,2.1,-17.5,"icr054437",10.564,"yes",19.9729,6.5353,0,43.8096,4.6395,0.8323927265
"icr054450","Uganda","Hoima","East Africa",1,8,"Hoima_1_8","Subsoil",31.472245,1.457278333,1371,"26-02-12",1.99,1.99,0,5.31,86.264,0.506575095,0.540075445,"Other","no",5.54822875,"Tropical, monsoon","Am","Tropical, monsoon","Am","Tropical (humid)","Tropical (humid)",21.8541666666667,1285,1610,-61.4,678,"NHZone3",0.9466,0.0018,1.8,-15.4,"icr054438",14.2619,"yes",22.7949,5.7877,0,42.3372,3.586,0.7766128175
"icr054523","Uganda","Hoima","East Africa",6,7,"Hoima_6_7","Topsoil",31.49498167,1.481888333,1260,"02-03-12",4.342,4.342,0,6.17,71.131,0.27775722,0.384386172,"Cropland","yes",5.54822875,"Tropical, monsoon","Am","Tropical, monsoon","Am","Tropical (humid)","Tropical (humid)",21.9374998013179,1304,1618,82,72,"NHZone3",1.0912,0.002,2,-19.08,"icr054515",27.9936,"yes",28.9401,2.5128,3.897,10.5731,1.625,0.469950306
"icr054524","Uganda","Hoima","East Africa",6,7,"Hoima_6_7","Subsoil",31.49498167,1.481888333,1260,"02-03-12",2.393,2.393,0,7.37,75.536,0.183667859,0.273726453,"Cropland","yes",5.54822875,"Tropical, monsoon","Am","Tropical, monsoon","Am","Tropical (humid)","Tropical (humid)",21.9374998013179,1304,1618,0.1,286,"NHZone3",1.0086,0.002,2,-21.65,"icr054516",25.8162,"yes",18.8376,7.6546,1.4478,21.8834,2.6378,0.3205310855
"icr054556","Uganda","Hoima","East Africa",8,8,"Hoima_8_8","Topsoil",31.48545833,1.52404,1114,"04-03-12",5.61,5.61,0,5.25,61.317,0.206204613,0.643576207,"Cropland","yes",5.436464236,"Tropical, monsoon","Am","Tropical, monsoon","Am","Tropical (humid)","Tropical (humid)",22.9583332538605,1329,1664,69.4,89,"NHZone3",1.0785,0.0019,1.9,-17.38,"icr054550",62.3899,"yes",9.631,2.4283,4.035,5.0798,1.1681,0.5279927165
"icr054557","Uganda","Hoima","East Africa",8,8,"Hoima_8_8","Subsoil",31.48545833,1.52404,1114,"04-03-12",2.407,2.407,0,5.73,73.964,0.127025119,0.344254609,"Cropland","yes",5.436464236,"Tropical, monsoon","Am","Tropical, monsoon","Am","Tropical (humid)","Tropical (humid)",22.9583332538605,1329,1664,16.5,218,"NHZone3",1.0252,0.0019,1.9,-18.37,"icr054551",47.9161,"yes",15.2777,3.278,2.7139,13.1856,0,0.2991524235
"icr054574","Uganda","Hoima","East Africa",9,6,"Hoima_9_6","Topsoil",31.51262,1.461373333,1161,"05-03-12",3.2,3.2,0,5.27,84.527,0.363221654,0.297723487,"Grassland","no",5.350508542,"Tropical, monsoon","Am","Tropical, monsoon","Am","Tropical (humid)","Tropical (humid)",22.6708335081736,1306,1654,38,152,"NHZone3",1.0469,0.0019,1.9,-17.13,"icr054564",23.2399,"no",20.8588,5.771,1.4646,30.0579,0.8917,0.5120833975
"icr054575","Uganda","Hoima","East Africa",9,6,"Hoima_9_6","Subsoil",31.51262,1.461373333,1161,"05-03-12",2.186,2.186,0,5.06,90.969,0.344717707,0.359431951,"Grassland","no",5.350508542,"Tropical, monsoon","Am","Tropical, monsoon","Am","Tropical (humid)","Tropical (humid)",22.6708335081736,1306,1654,-14.3,358,"NHZone3",0.9941,0.0018,1.8,-14.59,"icr054565",21.8528,"no",22.3574,5.9028,0,32.1369,2.1116,0.5244336825
"icr054643","Uganda","Hoima","East Africa",13,4,"Hoima_13_4","Topsoil",31.533415,1.45752,1129,"09-03-12",4.462,4.462,0,6.37,68.176,0.363726082,0.342458433,"Other","no",5.350508542,"Tropical, monsoon","Am","Tropical, monsoon","Am","Tropical (humid)","Tropical (humid)",22.8041666348775,1284,1676,51.4,121,"NHZone3",1.0604,0.0019,1.9,-17.4,"icr054641",56.3532,"no",12.6887,5.7467,2.9764,9.7215,0.6171,0.5349552985
"icr054644","Uganda","Hoima","East Africa",13,4,"Hoima_13_4","Subsoil",31.533415,1.45752,1129,"09-03-12",3.127,3.127,0,6.36,76.156,0.380566997,0.36871343,"Other","no",5.350508542,"Tropical, monsoon","Am","Tropical, monsoon","Am","Tropical (humid)","Tropical (humid)",22.8041666348775,1284,1676,-15.2,363,"NHZone3",0.9932,0.0018,1.8,-16.33,"icr054642",24.4535,"no",16.6466,5.7724,0,31.8768,2.2139,0.564923712
"icr054709","Uganda","Hoima","East Africa",16,8,"Hoima_16_8","Topsoil",31.53856333,1.52303,1092,"12-03-12",3.992,3.992,0,5.86,57.195,0.196390375,0.589113876,"Grassland","no",5.367107708,"Tropical, monsoon","Am","Tropical, monsoon","Am","Tropical (humid)","Tropical (humid)",22.9749999841054,1323,1676,61.1,103,"NHZone3",1.0701,0.002,2,-15.85,"icr054697",46.7803,"no",13.8212,4.9324,2.7947,10.091,1.8612,0.490947313
"icr054710","Uganda","Hoima","East Africa",16,8,"Hoima_16_8","Subsoil",31.53856333,1.52303,1092,"12-03-12",1.785,1.785,0,5.14,59.506,0.199049474,0.628147794,"Grassland","no",5.367107708,"Tropical, monsoon","Am","Tropical, monsoon","Am","Tropical (humid)","Tropical (humid)",22.9749999841054,1323,1676,0.3,285,"NHZone3",1.0088,0.0019,1.9,-15.45,"icr054698",56.0656,"no",13.1324,5.2515,3.2715,10.441,0.653,0.513123371
"icr056500","Zambia","Monga","South Africa",16,1,"Monga_16_1","Topsoil",28.32967,-16.04378333,1052,"10-03-11",0.62,0.6202,0,6.05,16.365,0.142545401,0.184246022,"Other","no",3.204126889,"Temperate, dry winter, hot summer","Cwa","Arid, steppe, hot","BSh","Temperate (seasonal)","Arid",20.9874999523163,776,2076,16.1,219,"SHZone3",1.0247,0.0033,3.3,-20.37,"icr056500",26.6546,"yes",1.0511,0,0,2.7641,16.3052,0.234668412
"icr056501","Zambia","Monga","South Africa",16,1,"Monga_16_1","Subsoil",28.32967,-16.04378333,1052,"10-03-11",0.241,0.2414,0,5.96,19.546,0.129225825,0.129718915,"Other","no",3.204126889,"Temperate, dry winter, hot summer","Cwa","Arid, steppe, hot","BSh","Temperate (seasonal)","Arid",20.9874999523163,776,2076,-65.7,711,"SHZone3",0.9423,0.0054,5.4,NA,"icr056501",26.5291,"yes",2.2328,0,3.5351,6.0525,9.1537,0.1940852825
